episode,cumulative_reward,success,episode_length,final_absolute_error,goal_angle,epsilon,mean_loss,terminated,truncated,elapsed_seconds
58,2.9544186749495545,1,48,0.00411654758481983,0.5359706088032143,0.7514768435208588,0.047408509242814034,1,0,38.54132163300028
59,-8.528068938292567,1,53,0.02952107587846331,0.7096520089768863,0.7477194593032545,0.04210825173078843,1,0,38.872385883000334
60,0.4999286981299491,1,68,0.00185958528303376,-0.5440141679931141,0.7439808620067382,0.037238077835782486,1,0,39.3555987310001
61,14.94616491565248,1,70,0.01389898497291514,-0.29970682764328405,0.7402609576967045,0.04905731842986175,1,0,39.8544354200003
62,2.458573713153598,1,63,0.02380246340919523,0.541703699791257,0.736559652908221,0.03910320744450603,1,0,40.32936781200033
63,19.03126241891878,1,24,0.00926376397488271,0.2211125337624713,0.7328768546436799,0.04204107727855444,1,0,40.49999809600013
64,-7.648949081823233,1,64,0.023780508486082375,0.7718525687413371,0.7292124703704616,0.04197354933421593,1,0,40.94226737100007
65,16.59133927730145,1,16,0.005209129953663433,0.23765747104041246,0.7255664080186093,0.04845306137576699,1,0,41.050869106999926
66,-15.635022638307419,1,126,0.021448944629745448,0.5695901077257519,0.7219385759785162,0.040628892384351245,1,0,41.93345357199996
67,17.491549777565524,1,11,0.004493657816371552,0.0699875982684468,0.7183288830986236,0.044156124646013435,1,0,42.003349868999976
68,10.062704781098,1,26,0.030320978435547596,0.68878849841648,0.7147372386831305,0.03816816619095894,1,0,42.19347930999993
69,22.209154824813588,0,150,0.023866967047967536,-0.5541418304762674,0.7111635524897149,0.03968120730171601,0,1,43.192608572000154
70,8.188368933089077,1,40,0.018648212973553013,-0.6136655791877514,0.7076077347272662,0.02983293328434229,1,0,43.43061272800014
71,14.164613419433591,1,64,0.013099998343964248,-0.6870750299511066,0.7040696960536299,0.039916132256621495,1,0,43.851196107000305
72,-5.064737876504665,1,63,0.009013873445349097,0.3646212392154964,0.7005493475733617,0.035395017396363,1,0,44.3165158300003
73,15.403704247344287,1,52,0.037368661792101576,0.3237408387020484,0.697046600835495,0.040236274407316856,1,0,44.727971986000284
74,23.886533516761844,1,102,0.0026776709007662047,-0.5242083746058235,0.6935613678313175,0.03416579129064784,1,0,45.793279783000344
75,-0.6212540687993204,1,56,0.027558045998274827,0.6000188161181763,0.6900935609921609,0.030828092646385943,1,0,46.2621045650003
76,13.377649917150844,1,113,0.006575709455785672,0.6891034314002702,0.6866430931872001,0.03690260881145971,1,0,47.404059164000046
77,9.471700788638554,1,52,0.00173798908667111,0.7299846389993758,0.6832098777212641,0.03033114693915615,1,0,47.99513305600021
78,2.4396946723572874,1,45,0.009381850771040479,0.565986494840935,0.6797938283326578,0.03239378676646286,1,0,48.367796057000305
79,18.568442307191436,1,60,0.00760151803438025,0.21250529411124486,0.6763948591909945,0.0337615511380136,1,0,48.99394965700003
80,9.826757944375277,1,32,0.0096967219259676,0.5205641231921931,0.6730128848950395,0.031854300876148045,1,0,49.386685738000324
81,15.640488831547554,1,17,0.039508687214816374,0.2917629811970295,0.6696478204705644,0.03166027991648983,1,0,49.58589927000003
82,13.407264308060984,1,23,0.00846144490971501,0.4564049824622687,0.6662995813682115,0.05070576897781828,1,0,49.76741483600017
83,32.02258726342697,1,127,0.037262714550411635,0.5627991737613969,0.6629680834613705,0.03725955661708914,1,0,50.783105890000115
84,15.715925069728108,1,93,0.008253048432362742,-0.7901182784501452,0.6596532430440636,0.03396510791474132,1,0,51.54767734200004
85,22.454485581303018,1,106,0.0008524087058455754,-0.7000534916266029,0.6563549768288433,0.04096672813987957,1,0,52.331936039000084
86,22.05549661836703,1,23,0.034268337987719666,0.2546868814937078,0.653073201944699,0.03548182806243067,1,0,52.482224379999934
87,16.355506836069978,1,17,0.012667328752126755,-0.18509380498722705,0.6498078359349755,0.0407858690356507,1,0,52.58158800199999
88,24.078569799987598,1,22,0.0051520251821459695,-0.07475136603226085,0.6465587967553006,0.03775365692986683,1,0,52.782142080000085
89,16.38785514710471,1,15,0.013793529450552261,0.23434164839445382,0.6433260027715241,0.03914314955472946,1,0,52.90077152899994
90,9.729568315483629,1,33,0.03549238702720803,-0.571837880888738,0.6401093727576664,0.03609673532121109,1,0,53.15816490599991
91,-17.846422692271872,1,83,0.014776527545072193,0.7602420291018503,0.6369088258938781,0.048253941293581425,1,0,53.80712805700023
92,1.3945928474888163,1,48,0.01217868215833462,0.7495559743728608,0.6337242817644086,0.047136105480603874,1,0,54.148680008000156
93,18.347783477348276,1,36,0.0016082694740519599,0.07717185038219276,0.6305556603555866,0.042766434968345694,1,0,54.42245849300025
94,7.685798085061832,1,33,0.008913248238524019,-0.5960927665281072,0.6274028820538087,0.03833536425548972,1,0,54.68815191500016
95,6.616003155335782,1,38,0.03448131873880533,0.5730912825059655,0.6242658676435396,0.04271441957864322,1,0,54.98149684100008
96,30.730540119763454,1,66,0.027487769495061543,0.11699229502835329,0.6211445383053219,0.04671677512427171,1,0,55.423358416000156
97,17.03388382671401,1,15,0.0005841681197450155,-0.1331799967426195,0.6180388156137953,0.0559553250670433,1,0,55.57097766300012
98,17.019377931253985,1,70,0.0041430012767631474,0.2681920798969173,0.6149486215357263,0.04845529930399997,1,0,56.20004615900007
99,20.901064253421644,1,44,0.03177127267749835,0.37807441182094137,0.6118738784280476,0.043935051526535644,1,0,56.57068084499997
100,5.35296902747359,1,35,0.009014973055206155,-0.7643358949513219,0.6088145090359074,0.045371204827513015,1,0,56.95645999399994
101,16.601783513615374,1,17,0.016577271289092116,-0.13868774439245235,0.6057704364907278,0.05632284787647864,1,0,57.141166548
102,8.070356911048293,1,42,0.004642091276476301,0.4684189439987807,0.6027415843082742,0.0480298050457523,1,0,57.543825822000144
103,19.25168041102588,1,25,0.017927874204829414,0.1610088905410043,0.5997278763867329,0.05663521118462086,1,0,57.75048308900023
104,13.00698198499158,1,41,0.025081147291786232,0.480806468380621,0.5967292370047992,0.05580804360712447,1,0,58.09008169000026
105,10.94284027982503,1,53,0.01450449528764719,0.7831786900971638,0.5937455908197752,0.05049261450767517,1,0,58.52559304700026
106,18.15701200030744,1,20,0.005122048670274326,0.21991879608324516,0.5907768628656763,0.05024461913853884,1,0,58.69340287800014
107,0.7631928823422598,1,41,0.0010164396604035453,-0.668758880231947,0.5878229785513479,0.05276879173044751,1,0,59.07578801599993
108,5.1454644544050065,1,32,0.0039298719416277494,-0.7922847295094224,0.5848838636585911,0.04885273368563503,1,0,59.288955392999924
109,17.683930457755924,1,8,0.03292346363251482,-0.01312985206859274,0.5819594443402982,0.05792258074507117,1,0,59.33590947900029
110,8.917057758406735,1,76,0.02546353192986811,-0.4503476773628666,0.5790496471185967,0.055334355363524275,1,0,59.91342535300009
111,20.762100281007587,1,61,0.005962003737087218,0.6962860396869084,0.5761543988830038,0.057674889040530704,1,0,60.315006322000045
112,15.888711491366848,1,22,0.01275969788877293,0.13415464770169494,0.5732736268885887,0.05517026883634654,1,0,60.4945450160003
113,15.549198373081161,1,20,0.029476738860524765,-0.30163227538935833,0.5704072587541458,0.05115626258775592,1,0,60.662174961000346
114,9.101987685775384,1,36,0.004253706764573373,-0.5780478332281428,0.567555222460375,0.05253660839257969,1,0,60.96628223100015
115,10.339708616212011,1,28,0.020938878329489374,-0.3790532536663431,0.5647174463480732,0.06345718972651022,1,0,61.23886907199994
116,10.66278021982871,1,40,0.019696823211414305,0.7506103479931534,0.5618938591163328,0.06022115680389106,1,0,61.55675673700034
117,8.340640880615684,1,32,0.0048439319979853845,0.4959057297105247,0.5590843898207511,0.0626023804070428,1,0,61.76483227500012
118,15.28032639591256,1,25,0.021179960087117908,0.08735987322833694,0.5562889678716474,0.0646580033749342,1,0,61.99540802199999
119,17.34815796399489,1,13,0.02690825304893817,-0.05022463016609158,0.5535075230322891,0.07057944943125431,1,0,62.10662653700001
120,15.274575210455806,1,41,0.007893403795459553,-0.6852515077098883,0.5507399854171277,0.061871085134221286,1,0,62.38714579800035
121,19.34056505919434,1,41,0.009176258066253773,0.4906257809874517,0.547986285490042,0.054651471808916184,1,0,62.72820017599997
122,13.286682019194997,1,37,0.007443044068331073,-0.6831355528683029,0.5452463540625918,0.057920549366925214,1,0,62.96416750200024
123,27.771410142706006,1,36,0.0016237175229348935,-0.05970927231589829,0.5425201222922789,0.061051488388329744,1,0,63.42972306899992
124,13.718601029971614,1,33,0.025018516866595897,0.3459860294783441,0.5398075216808175,0.0536154324583935,1,0,63.718571222000264
125,6.581834831018929,1,44,0.018673533562433953,-0.6149530854943976,0.5371084840724134,0.06789418868720531,1,0,64.19703772100002
126,12.469264750462024,1,27,0.002039512169804303,-0.3676406739698818,0.5344229416520513,0.07393546374859633,1,0,64.39245411799993
127,17.741019574832173,1,8,0.00336486057121322,-0.037599645218259425,0.531750826943791,0.0675699575804174,1,0,64.45636600300031
128,13.80151224527508,1,22,0.011836520200077583,0.4598696033644891,0.5290920728090721,0.053224844434721905,1,0,64.60971008000024
129,10.603853088617324,1,26,0.029384661605469264,-0.6360090658815587,0.5264466124450268,0.07292751416277427,1,0,64.8707842570002
130,22.573368122213285,1,43,0.012363079991071224,-0.5276329858845987,0.5238143793828016,0.05858441944732223,1,0,65.25727207799991
131,18.461795369395986,1,50,0.03372046035318277,-0.6907097437111318,0.5211953074858876,0.06719133961945772,1,0,65.73440544100004
132,11.72205305956304,1,24,0.031015016655094874,0.6732018799909603,0.5185893309484582,0.055883674028639994,1,0,66.03351883200003
133,17.48344617425464,1,11,0.0017869949740938057,0.10124801574266551,0.5159963842937159,0.06237927773459391,1,0,66.10550208500035
134,11.043230770109222,1,39,0.033113894276742384,0.6540745136225041,0.5134164023722473,0.0856894995444096,1,0,66.40990982600033
135,24.17143957526423,1,17,0.0038349224244048352,-0.0224032812975945,0.510849320360386,0.06573311206610764,1,0,66.55861464899999
136,19.547754741460086,1,37,0.014009610884834711,0.4173241107022949,0.5082950737585841,0.07051402375706144,1,0,66.82087266100007
137,6.136861293122636,1,43,0.009762136636089935,0.668911245831231,0.5057535983897912,0.07492296484320662,1,0,67.1206656710001
138,16.21534219412133,1,21,0.007099952913250496,0.12169016273307631,0.5032248303978422,0.07512711609403293,1,0,67.29409640700032
139,22.599609988275915,1,67,0.030650955624478338,0.4579668237628789,0.500708706245853,0.06088684360260394,1,0,67.87023860499994
140,9.732105030678213,1,30,0.017030419432530475,-0.5344363515133421,0.4982051627146237,0.07147126682102681,1,0,68.08979462100024
141,8.090660386066883,1,34,0.0014864037362181115,0.7223144519961402,0.49571413690105054,0.08966137978303082,1,0,68.38806380799997
142,13.109020636603235,1,34,0.00851737863468438,-0.771549345045806,0.4932355662165453,0.07639184665373143,1,0,68.61229095599992
143,14.507688952842727,1,39,0.010350480072735813,-0.44867504265769864,0.4907693883854626,0.08842921018218383,1,0,68.90487996699994
144,17.499907708191312,1,10,0.0030291306260447765,0.07560709268196497,0.4883155414435353,0.08513261191546917,1,0,69.00310416100001
145,14.456648502498865,1,20,1.9713246027952547e-05,-0.39327045508714226,0.4858739637363176,0.07970030289143323,1,0,69.18306269300001
146,15.347268678597175,1,42,0.03326862533003905,-0.646222439621647,0.483444593917636,0.07249478645445336,1,0,69.51744864200009
147,17.755393853131682,1,8,0.014855878864649875,-0.021018718034337525,0.4810273709480478,0.05282791960053146,1,0,69.58056336100026
148,17.498846820910693,1,9,0.0009606110634063081,0.050630582981326056,0.47862223409330756,0.06653809443944031,1,0,69.65341816599994
149,8.417224855767563,1,32,0.003267541187326639,0.756145996267314,0.47622912292284103,0.08081346401013434,1,0,69.90986143600003
150,16.462886084616184,1,14,0.030551616461648945,0.2544698733182742,0.4738479773082268,0.068215119519404,1,0,70.02062195000008
151,17.837368363090356,1,8,0.007701698994061897,0.009615832057768836,0.47147873742168567,0.07971002673730254,1,0,70.07889697600012
152,11.088935831282287,1,30,0.024090638068396508,0.5835669025547812,0.46912134373457726,0.0852235826353232,1,0,70.45858124799997
153,10.387783193215729,1,25,0.014802519821401794,-0.7450393783807865,0.46677573701590436,0.08942482501268387,1,0,70.66891696500034
154,8.692578061658423,1,35,0.006418642768101224,0.6112673354359208,0.46444185833082485,0.08617168446736677,1,0,70.99490107100019
155,9.72993081342429,1,27,0.004289930718347268,0.6953058212754748,0.46211964903917074,0.08830540337496334,1,0,71.25277672700031
156,17.485621064750013,1,39,0.0009099662601310676,0.4777374991777972,0.4598090507939749,0.09036304381413338,1,0,71.5382791080001
157,16.372613958886358,1,15,0.03746518730636933,0.27830179982829617,0.457510005540005,0.10141530285278956,1,0,71.72105471900022
158,13.959551726310746,1,25,0.007314212212717164,0.23493462988662084,0.45522245551230495,0.08051834404468536,1,0,71.95512565200033
159,8.297894539678236,1,30,0.00015955362696973285,0.7851739918066429,0.4529463432347434,0.09762483971814315,1,0,72.22921681600019
160,16.03018877264112,1,24,0.0012219225578795623,-0.24594000012201234,0.4506816115185697,0.08443817007355392,1,0,72.41346178399999
161,14.014381563849746,1,19,0.010799148840289152,0.4495088790796258,0.4484282034609769,0.09528073727300293,1,0,72.56087713700026
162,22.947660445980723,1,19,0.012821802697568677,0.05829614838269248,0.446186062443672,0.09805251403074515,1,0,72.73572394400026
163,10.751124748028815,1,25,0.0030828462609325813,0.653096984155142,0.4439551321314536,0.10501383148133754,1,0,72.92529008300016
164,11.161982003157027,1,26,0.0021926603490136642,0.579215054413537,0.4417353564707963,0.09675280212496336,1,0,73.17337669200015
165,9.144538228632882,1,43,0.004519737504712629,-0.3579894393285441,0.43952667968844233,0.08006595148769922,1,0,74.05807573300035
166,11.938453170587309,1,33,0.014892770725154492,0.7267554662715552,0.43732904629000013,0.08821780533727372,1,0,74.54050623600006
167,12.586318174935878,1,29,0.03260611183621037,-0.3439280026773073,0.4351424010585501,0.10794060619483734,1,0,74.90544073199999
168,15.696418802533298,1,17,0.005872705427053149,0.35500648739536467,0.43296668905325736,0.08857802279731807,1,0,75.05747845199994
169,17.27001500343904,1,12,0.01328622240333259,-0.08526263193826045,0.43080185560799106,0.0830416629711787,1,0,75.17582363600013
170,20.831546356622127,1,19,0.016254741586991958,0.11608945206010346,0.4286478463299511,0.08800116936235051,1,0,75.3497674969999
171,20.020489780488425,1,21,0.003053518813934286,0.24137708588470774,0.42650460709830135,0.09243044115248181,1,0,75.55509308299997
172,9.985206970549187,1,27,0.02012910986461891,-0.6487910818301442,0.42437208406280985,0.08199165568307594,1,0,75.89766073400006
173,5.853578474000094,1,32,0.0035168186897294174,0.6575338638822819,0.4222502236424958,0.08838792430469766,1,0,76.28200584800015
174,9.6453402222367,1,28,0.005611287534536991,0.6715795300826246,0.42013897252428334,0.11216171950634037,1,0,76.59120827600009
175,11.636404304520694,1,49,0.004619778238221017,0.5737253668678142,0.4180382776616619,0.0988125452125559,1,0,77.06429882200018
176,6.051642761297989,1,33,0.005295219761304204,0.7687902713507524,0.4159480862733536,0.07619216462427919,1,0,77.50276831300016
177,15.513842467963695,1,19,0.01318118410307334,0.30094907401094106,0.41386834584198684,0.09370254038980133,1,0,77.7410461530003
178,12.552507635235088,1,23,0.005925207097955187,0.6250275208761913,0.4117990041127769,0.09529743359788605,1,0,77.97335842800021
179,17.694004929438233,1,11,0.001649182680769315,-0.07209707000923893,0.40974000909221303,0.0700805393809622,1,0,78.10536913400028
180,16.8536555304192,1,14,0.008785950734334774,-0.19646566420484501,0.40769130904675194,0.11466750981552261,1,0,78.30203680000022
181,10.449027023161761,1,26,0.02907991694490708,0.6187799656172412,0.40565285250151817,0.09929660779352371,1,0,78.49477122300004
182,17.49313314007595,1,10,0.01251275716699228,0.06537310772672256,0.4036245882390106,0.09800390638411045,1,0,78.58394093700008
183,16.982156114047392,1,13,0.02770799632597512,0.16404577823773125,0.4016064652978155,0.10578272950190765,1,0,78.68473659400024
184,16.259009488136506,1,17,0.003175930759752532,0.27524283114559034,0.3995984329713264,0.10829643160104752,1,0,78.8440963500002
185,17.738348694704474,1,8,0.00277736459872293,-0.005021070537131522,0.3976004408064698,0.08157907100394368,1,0,78.91941036300022
186,15.48036808518227,1,18,0.014924024870424074,0.2582549533467602,0.39561243860243744,0.096078270011478,1,0,79.11674523700003
187,8.546180747821927,1,28,0.007378235585107751,0.6100792756441844,0.3936343764094253,0.1172985430540783,1,0,79.3033649490003
188,2.9005911222193355,1,39,0.02423823093769606,-0.7867840764688252,0.39166620452737816,0.09381883959166515,1,0,79.62072345300021
189,17.594308945536614,1,10,0.0023509577087479777,0.07642876588017233,0.3897078735047413,0.10316713713109493,1,0,79.73278424099999
190,17.272042480343952,1,12,0.005276280660044874,0.12728886106967363,0.3877593341372176,0.11370450537651777,1,0,79.87043791199994
191,11.849911760631947,1,23,0.006056235589648407,-0.6487777720767355,0.3858205374665315,0.1247149262091388,1,0,80.04186681200008
192,18.125317546495353,1,44,0.002336814669639531,0.48067255409583587,0.38389143477919885,0.1038384312255816,1,0,80.53258071600021
193,17.595478238027134,1,8,0.0032297798773729585,-0.0017240879406077436,0.3819719776053028,0.10089058801531792,1,0,80.59211566100021
194,12.270780379296047,1,25,0.0046397801204893785,0.5242124570668703,0.3800621177172763,0.11015835717320442,1,0,80.81592040600026
195,17.643216313328594,1,8,0.005471831821344912,-0.03575375311665352,0.37816180712868996,0.11488804337568581,1,0,80.89720372400006
196,17.395831634048953,1,12,0.009383118607379198,-0.1409727801938182,0.37627099809304654,0.11674445898582538,1,0,80.9838564380002
197,10.86014311760664,1,23,0.004261218695013946,-0.7757338356858297,0.3743896431025813,0.10526338081968867,1,0,81.15809488200011
198,15.872285428317262,1,18,0.0022603472056281215,0.2545827231886377,0.37251769488706843,0.13265857328143385,1,0,81.34263063200024
199,14.747000335751306,1,18,0.002415535244251754,-0.44712470119858455,0.3706551064126331,0.1260734326723549,1,0,81.60694116000013
200,12.59340645367629,1,20,0.005145448660570873,-0.6617432304700671,0.36880183088056995,0.12891456251963973,1,0,81.79132660999994
201,27.475405271450285,1,24,0.00038821701758699756,-0.04723024409233434,0.3669578217261671,0.10030617099255323,1,0,82.00300973599997
202,8.20040863165632,1,33,0.0013841421094515916,-0.6525506712561783,0.36512303261753626,0.09336424664114461,1,0,82.27197683900022
203,17.032421758491544,1,13,0.02276549569032965,-0.14794845171766813,0.3632974174544486,0.12081376864359929,1,0,82.38431735299991
204,14.378341549893957,1,20,0.007233606293208239,-0.39614325213749313,0.3614809303671764,0.11640851423144341,1,0,82.51693301200021
205,14.344406083389185,1,20,0.0015666294512190482,0.4137807951539709,0.3596735257153405,0.11366381794214249,1,0,82.6543006070001
206,16.506219776533545,1,16,0.00267882467142852,0.2459673797805595,0.3578751580867638,0.1272641746327281,1,0,82.77676088399994
207,12.00993741173297,1,22,0.02586900207589904,0.7185865214866751,0.35608578229633,0.12191251225092194,1,0,82.91580788800002
208,12.293984480062498,1,28,0.004951255743531002,-0.47366811208511683,0.3543053533848483,0.11907606186079127,1,0,83.09506038900008
209,17.65480264662765,1,10,0.004476021827652707,0.08165696192418093,0.35253382661792404,0.10207500383257866,1,0,83.17077090700013
210,16.964353248290717,1,14,0.01395867382144983,0.10023651378060694,0.3507711574848344,0.10525901655533484,1,0,83.25166738999997
211,13.59239867068827,1,22,0.020283495438335297,-0.39187978447010324,0.34901730169741024,0.14226846295324239,1,0,83.38817911200022
212,17.650528886169194,1,11,0.010715354235474428,-0.08884427760140545,0.3472722151889232,0.12807785194705834,1,0,83.46057887000006
213,13.862078282330184,1,21,0.012656505385511885,0.49369719370308096,0.3455358541129786,0.08320347876066253,1,0,83.58962410799995
214,14.751527460783835,1,21,0.007964733903660814,0.34557185785586175,0.3438081748424137,0.102250373257058,1,0,83.74840133800035
215,15.66127060544677,1,17,0.0024933046663938585,0.39501507980959083,0.3420891339682016,0.09251610496464897,1,0,83.85819864900031
216,16.57345984936692,1,15,0.008634838500186148,-0.2379740728051093,0.3403786882983606,0.1383304551243782,1,0,83.96698123400029
217,16.803175823949278,1,16,0.011905291916720517,0.15956887759370542,0.3386767948568688,0.11468973767478019,1,0,84.06401493700014
218,14.669344712421298,1,29,0.01728706450678119,0.6904698107192884,0.33698341088258443,0.1280085284519812,1,0,84.30051133799998
219,16.708539459004534,1,15,0.005231288091783581,-0.25037858170280014,0.3352984938281715,0.08939537207285563,1,0,84.44270691700012
220,10.876642616535536,1,26,0.003633502109718467,0.5448918822207949,0.33362200135903064,0.1313338435899753,1,0,84.61901181800022
221,21.7504388935864,1,31,0.0034866457902448245,-0.26035694523140784,0.33195389135223546,0.1430046317437964,1,0,84.79555039300021
222,17.02202107370831,1,14,0.0076926880877585535,-0.1933539811085787,0.3302941218954743,0.09815168487174171,1,0,84.87294133500018
